"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create lead with step-by-step field validation in Allure.","85","test_create_lead_with_field_validation","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadDetailedValidationAPI","test_create_lead_api","",""
"TC-LL57: Click Next button.","3924","test_pagination_next","tests.ui","Fri Mar 06 20:27:09 UTC 2026","passed","Fri Mar 06 20:27:13 UTC 2026","TestPaginationUI","test_leads_listing_ui","",""
"Verify authenticated user can fetch leads list (basic success).","79","test_get_leads_success","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestGetLeadsAPI","test_leads_listing_api","",""
"TC-API10: Create lead with all fields populated.","95","test_create_lead_all_fields","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:38 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API24: Update non-existent lead.","82","test_update_nonexistent_lead","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestUpdateLeadAPI","test_leads_listing_api","",""
"Verify login fails with malformed email.","51","test_login_invalid_email_format","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-C04: Create lead with different statuses.","102","test_create_lead_all_statuses[Contacted]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify all user roles can successfully login via UI.","2063","test_login_all_roles[UserRole.ADMIN]","tests.ui","Fri Mar 06 20:27:15 UTC 2026","passed","Fri Mar 06 20:27:17 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"TC-API45: Search with special characters (XSS attempt).","73","test_search_special_characters","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSearchAPI","test_leads_listing_api","",""
"Verify login fails with empty password.","45","test_login_empty_password","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify Manager role can create leads.","146","test_manager_can_create_lead","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadRoleBasedAPI","test_create_lead_api","",""
"TC-LL58: Click Previous button.","4894","test_pagination_previous","tests.ui","Fri Mar 06 20:27:08 UTC 2026","passed","Fri Mar 06 20:27:13 UTC 2026","TestPaginationUI","test_leads_listing_ui","",""
"TC-C13: Cancel create lead dialog.","7951","test_cancel_create_lead_dialog","tests.ui","Fri Mar 06 20:26:44 UTC 2026","passed","Fri Mar 06 20:26:52 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Verify single character name is rejected (min 2 chars required).","83","test_create_lead_single_char_name_rejected","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API34: Get leads page 2.","76","test_get_leads_page_2","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestPaginationAPI","test_leads_listing_api","",""
"Verify that the create lead dialog can be opened and closed properly.","10599","test_create_lead_dialog_opens_and_closes","tests.ui","Fri Mar 06 20:26:45 UTC 2026","passed","Fri Mar 06 20:26:55 UTC 2026","TestCreateLeadDetailedSteps","test_create_lead_ui","",""
"Verify login fails with various invalid credentials.","64","test_login_invalid_credentials[invalid_cred2]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify lead creation with each valid industry.","81","test_create_lead_all_industries[Education]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify lead creation with each valid source.","77","test_create_lead_all_sources[Email Campaign]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C04: Create lead with different statuses.","13425","test_create_lead_with_status[Lost]","tests.ui","Fri Mar 06 20:26:45 UTC 2026","passed","Fri Mar 06 20:26:58 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API22: Update lead with empty name.","147","test_update_lead_empty_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestUpdateLeadAPI","test_leads_listing_api","",""
"TC-LL28: Search by exact name.","5395","test_search_by_name","tests.ui","Fri Mar 06 20:26:58 UTC 2026","passed","Fri Mar 06 20:27:03 UTC 2026","TestSearchUI","test_leads_listing_ui","",""
"Verify lead creation with each valid source.","734","test_create_lead_all_sources[LinkedIn]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify a lead can be created with valid data (simple success check).","652","test_create_lead_success","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify lead creation fails with an empty request body.","81","test_create_lead_empty_body","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify pagination support in the get leads endpoint.","97","test_get_leads_pagination","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestGetLeadsAPI","test_leads_listing_api","",""
"TC-LL44-53: Sort by various columns.","4686","test_sort_by_column[status]","tests.ui","Fri Mar 06 20:27:07 UTC 2026","passed","Fri Mar 06 20:27:12 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"Verify template injection is handled safely.","81","test_create_lead_template_injection","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify login response includes role information.","54","test_login_returns_role_info[UserRole.MANAGER]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Verify API rejects requests with invalid token.","82","test_unauthorized_access_invalid_token","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"TC-LL37-40: Filter leads by status.","3451","test_filter_by_status[Lost]","tests.ui","Fri Mar 06 20:27:05 UTC 2026","passed","Fri Mar 06 20:27:08 UTC 2026","TestStatusFilterUI","test_leads_listing_ui","",""
"TC-L06: Login with non-existent email.","5220","test_login_nonexistent_email","tests.ui","Fri Mar 06 20:27:11 UTC 2026","passed","Fri Mar 06 20:27:16 UTC 2026","TestLoginUI","test_login_ui","",""
"Verify login fails with various invalid credentials.","3029","test_login_invalid_credentials_multi[invalid_cred1]","tests.ui","Fri Mar 06 20:27:20 UTC 2026","passed","Fri Mar 06 20:27:23 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"TC-L09: Login with both fields empty.","4025","test_login_empty_fields","tests.ui","Fri Mar 06 20:27:12 UTC 2026","passed","Fri Mar 06 20:27:16 UTC 2026","TestLoginUI","test_login_ui","",""
"Verify submitting create lead form with empty required fields shows validation.","4237","test_create_lead_with_empty_required_fields","tests.ui","Fri Mar 06 20:26:56 UTC 2026","passed","Fri Mar 06 20:27:00 UTC 2026","TestCreateLeadDetailedSteps","test_create_lead_ui","",""
"TC-C03: Create lead with different priority levels.","107","test_create_lead_all_priorities[High]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify a created lead can be fetched by its ID.","125","test_create_and_get_by_id","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLeadIntegrationAPI","test_leads_listing_api","",""
"TC-API06: SQL injection in email field.","48","test_login_sql_injection_email","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-L02: Manager login with valid credentials.","3296","test_manager_login","tests.ui","Fri Mar 06 20:27:12 UTC 2026","passed","Fri Mar 06 20:27:16 UTC 2026","TestLoginUI","test_login_ui","",""
"TC-API: Create lead without authorization.","76","test_create_lead_without_auth","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify very long notes field is handled.","74","test_create_lead_very_long_notes","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify path traversal attempt is handled safely.","89","test_create_lead_path_traversal","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API08: Get leads without authorization.","77","test_get_leads_without_auth","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestGetLeadsAPI","test_leads_listing_api","",""
"Verify SQL injection in name is handled safely.","77","test_create_lead_sql_injection_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify XSS payload in name is handled safely.","81","test_create_lead_xss_in_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify Viewer user reaches leads page after login.","1369","test_viewer_reaches_leads_page","tests.ui","Fri Mar 06 20:27:19 UTC 2026","passed","Fri Mar 06 20:27:21 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"Verify lead creation fails when name key is absent (not just empty).","78","test_create_lead_missing_name_key","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-API54-62: Sort by various fields ascending.","80","test_sort_by_field_ascending[id]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"Verify login fails with various invalid credentials.","3334","test_login_invalid_credentials_multi[invalid_cred2]","tests.ui","Fri Mar 06 20:27:18 UTC 2026","passed","Fri Mar 06 20:27:21 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"TC-L05: Login with wrong password.","5987","test_login_wrong_password","tests.ui","Fri Mar 06 20:27:13 UTC 2026","passed","Fri Mar 06 20:27:19 UTC 2026","TestLoginUI","test_login_ui","",""
"TC-API41: Search leads by email.","76","test_search_by_email","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestSearchAPI","test_leads_listing_api","",""
"Verify lead creation with each valid source.","73","test_create_lead_all_sources[Cold Call]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify empty email is rejected.","81","test_create_lead_empty_email","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify all roles can view the leads list.","171","test_all_roles_can_view_leads[UserRole.MANAGER]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestRoleBasedAccessAPI","test_leads_listing_api","",""
"TC-API32: Delete same lead twice.","152","test_delete_same_lead_twice","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestDeleteLeadAPI","test_leads_listing_api","",""
"TC-API54-62: Sort by various fields ascending.","85","test_sort_by_field_ascending[name]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"TC-API01-03: Login with all valid roles (Admin, Manager, Viewer).","68","test_login_all_valid_roles[UserRole.ADMIN]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-C03: Create lead with different priority levels.","638","test_create_lead_all_priorities[Critical]","tests.api","Fri Mar 06 20:26:38 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify Admin user reaches leads page after login.","1729","test_admin_reaches_leads_page","tests.ui","Fri Mar 06 20:27:18 UTC 2026","passed","Fri Mar 06 20:27:19 UTC 2026","TestLoginMultiRole","test_login_ui","",""
"TC-LL44-53: Sort by various columns.","4809","test_sort_by_column[priority]","tests.ui","Fri Mar 06 20:27:08 UTC 2026","passed","Fri Mar 06 20:27:13 UTC 2026","TestSortingUI","test_leads_listing_ui","",""
"Verify login fails with various invalid credentials.","56","test_login_invalid_credentials[invalid_cred3]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-LL34: Search with no matching results.","3869","test_search_no_results","tests.ui","Fri Mar 06 20:27:04 UTC 2026","passed","Fri Mar 06 20:27:08 UTC 2026","TestSearchUI","test_leads_listing_ui","",""
"Verify lead creation with each valid industry.","104","test_create_lead_all_industries[Other]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Verify lead creation with all boolean field combinations.","101","test_create_lead_boolean_combinations[False-False]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"TC-C02: Create lead with all fields populated.","9279","test_create_lead_all_fields","tests.ui","Fri Mar 06 20:27:07 UTC 2026","passed","Fri Mar 06 20:27:17 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API47-50: Filter leads by status.","81","test_filter_by_status[New]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestStatusFilterAPI","test_leads_listing_api","",""
"TC-C04: Create lead with different statuses.","10447","test_create_lead_with_status[New]","tests.ui","Fri Mar 06 20:26:54 UTC 2026","passed","Fri Mar 06 20:27:04 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"Test logout redirects to login page.","4820","test_logout","tests.ui","Fri Mar 06 20:27:17 UTC 2026","passed","Fri Mar 06 20:27:22 UTC 2026","TestLoginUI","test_login_ui","",""
"TC-C03: Create lead with different priority levels.","8795","test_create_lead_with_priority[Critical]","tests.ui","Fri Mar 06 20:26:44 UTC 2026","passed","Fri Mar 06 20:26:53 UTC 2026","TestCreateLeadUI","test_create_lead_ui","",""
"TC-API54-62: Sort by various fields ascending.","77","test_sort_by_field_ascending[email]","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestSortingAPI","test_leads_listing_api","",""
"Verify login fails with various invalid credentials.","67","test_login_invalid_credentials[invalid_cred1]","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"TC-LL09: View lead details via eye icon.","6555","test_view_lead_details","tests.ui","Fri Mar 06 20:26:45 UTC 2026","passed","Fri Mar 06 20:26:52 UTC 2026","TestViewLeadUI","test_leads_listing_ui","",""
"Verify a created lead is returned in the create response body.","79","test_create_and_retrieve_lead","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLeadIntegrationAPI","test_leads_listing_api","",""
"Verify the complete flow: login → create a new lead → verify it appears in the leads list.","10185","test_login_create_lead_and_verify_in_list","tests.ui","Fri Mar 06 20:27:11 UTC 2026","passed","Fri Mar 06 20:27:21 UTC 2026","TestLeadManagementFlow","test_leads_listing_ui","",""
"Verify API rejects requests without token.","80","test_unauthorized_access_no_token","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestGetLeadsDetailedAPI","test_leads_listing_api","",""
"Verify name exceeding max length (255) is handled.","74","test_create_lead_exceeds_max_length_name","tests.api","Fri Mar 06 20:26:39 UTC 2026","passed","Fri Mar 06 20:26:39 UTC 2026","TestCreateLeadAPI","test_create_lead_api","",""
"Null byte injection in email.","59","test_login_null_bytes_in_email","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginAPI","test_login_api","",""
"Invalid login with step-by-step error validation in Allure report.","47","test_invalid_login_detailed_validation","tests.api","Fri Mar 06 20:26:40 UTC 2026","passed","Fri Mar 06 20:26:40 UTC 2026","TestLoginDetailedValidationAPI","test_login_api","",""
